sample_id,hole_id,from_ft,to_ft,from_m,to_m,description,qaqc,source_samples,ag_ppm,ag_ppm(2),al_%,as_ppm,au_ppm,au_ppm(2),ba_ppm,be_ppm,bi_ppm,ca_%,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_%,cu_ppm,fe_%,ga_ppm,ge_ppm,hf_ppm,in_ppm,k_%,la_ppm,li_ppm,mg_%,mn_ppm,mo_ppm,na_%,nb_ppm,ni_ppm,p_ppm,pb_%,pb_ppm,rb_ppm,re_ppm,recvd_wt._kg,s_%,sb_ppm,sc_ppm,se_ppm,sn_ppm,sn_ppm(2),source_assays,sr_ppm,ta_ppm,te_ppm,th_ppm,ti_%,tl_ppm,u_ppm,v_ppm,w_ppm,y_ppm,zn_%,zn_ppm,zr_ppm
D548930,KM-21-51B,nan,nan,nan,nan,0,STD CDN-ME-1410,KM-21-51B.xlsx,72,0.0,1.23,180,0.560,0.0,<50,<10,90,0.96,110,0.0,320,20,0,0.0,38200,29.6,<50,0.0,0,0.0,0.2,<50,0.0,2.04,810,10,0.07,0,60,120,0.0,2530,0,0,0.11,>10.0,<50,<10,0,0.0,0,TU21341337.csv,10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,37300,0.0
D548940,KM-21-51B,nan,nan,nan,nan,0,BLANK CDN-BL-10,KM-21-51B.xlsx,<1,0.0,4.21,<50,<0.005,0.0,790,<10,<20,1.36,<10,0.0,<10,30,0,0.0,30,2.23,<50,0.0,0,0.0,1.3,<50,0.0,0.3,560,<10,3.17,0,20,340,0.0,<20,0,0,0.06,<0.05,<50,<10,0,0.0,0,TU21341337.csv,160,0,0.0,<50,0.17,<50,<50,30,<50,0.0,0,30,0.0
D548950,KM-21-51B,nan,nan,nan,nan,0,STD CDN-ME-1902,KM-21-51B.xlsx,>200,348.0,3.50,1690,5.20,0.0,4600,<10,20,2.44,190,0.0,70,100,0,0.0,7870,18.15,<50,0.0,0,0.0,1.0,<50,0.0,1.39,1260,780,0.68,0,60,480,0.0,22200,0,0,0.11,>10.0,1050,10,0,0.0,0,TU21341337.csv,130,0,0.0,<50,0.18,<50,<50,140,<50,0.0,0,36700,0.0
D548906,KM-21-51B,2713.0,2718.0,826.9,828.4,"light gray schist, no mineralization",0,KM-21-51B.xlsx,<1,0.0,3.11,<50,<0.005,0.0,380,<10,<20,3.29,<10,0.0,<10,<10,0,0.0,20,1.77,<50,0.0,0,0.0,1.1,<50,0.0,2.02,600,<10,0.41,0,<10,60,0.0,<20,0,0,5.3,0.12,<50,<10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,0.06,<50,<50,<10,<50,0.0,0,70,0.0
D548907,KM-21-51B,2718.0,2723.0,828.4,830.0,"light gray schist, 0.0001 ultrafine pyrite",0,KM-21-51B.xlsx,<1,0.0,4.15,<50,0.005,0.0,370,<10,<20,3.99,<10,0.0,<10,<10,0,0.0,10,2.28,<50,0.0,0,0.0,1.4,<50,0.0,2.36,890,<10,0.42,0,<10,80,0.0,<20,0,0,4.55,0.10,<50,10,0,0.0,0,TU21341337.csv,60,0,0.0,<50,0.06,<50,<50,<10,<50,0.0,0,90,0.0
D548908,KM-21-51B,2723.0,2728.0,830.0,831.5,"light gray schist, 0.0001 ultrafine pyrite",0,KM-21-51B.xlsx,1,0.0,3.69,<50,0.022,0.0,310,<10,<20,3.89,<10,0.0,<10,<10,0,0.0,20,2.06,<50,0.0,0,0.0,1.2,<50,0.0,2.13,1150,<10,0.41,0,<10,90,0.0,<20,0,0,4.64,0.14,<50,10,0,0.0,0,TU21341337.csv,60,0,0.0,<50,0.06,<50,<50,<10,<50,0.0,0,100,0.0
D548909,KM-21-51B,2728.0,2733.0,831.5,833.0,"light gray schist, 0.01 ultrafine pyrite, 0.0001 ultrafine tetrahedrite-tennantite",0,KM-21-51B.xlsx,2,0.0,3.42,<50,0.182,0.0,320,<10,<20,1.88,<10,0.0,<10,<10,0,0.0,40,1.49,<50,0.0,0,0.0,1.7,<50,0.0,1.14,780,<10,0.63,0,<10,90,0.0,60,0,0,4.97,0.36,<50,10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,0.07,<50,<50,<10,<50,0.0,0,130,0.0
D548911,KM-21-51B,2733.0,2738.0,833.0,834.5,"light gray schist, 2-3% ultrafine pyrite in streaks, 0.01 very fine tetrahedrite-tennantite",0,KM-21-51B.xlsx,3,0.0,4.42,<50,0.320,0.0,220,<10,<20,4.52,<10,0.0,<10,10,0,0.0,40,2.22,<50,0.0,0,0.0,0.9,<50,0.0,2.04,1660,<10,0.45,0,<10,50,0.0,150,0,0,4.63,0.65,<50,10,0,0.0,0,TU21341337.csv,70,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,360,0.0
D548912,KM-21-51B,2738.0,2743.0,834.5,836.1,"light gray schist, 0.1% ultrafine pyrite in streaks",0,KM-21-51B.xlsx,2,0.0,4.88,100,0.170,0.0,330,<10,<20,2.12,<10,0.0,10,<10,0,0.0,30,3.17,<50,0.0,0,0.0,1.8,<50,0.0,1.77,1470,<10,0.70,0,<10,280,0.0,100,0,0,4.0,0.79,<50,10,0,0.0,0,TU21341337.csv,60,0,0.0,<50,0.10,<50,<50,20,<50,0.0,0,190,0.0
D548913,KM-21-51B,2743.0,2748.0,836.1,837.6,"light gray schist, 0.5% ultrafine pyrite in streaks",0,KM-21-51B.xlsx,1,0.0,5.29,<50,0.031,0.0,290,<10,<20,3.66,<10,0.0,<10,10,0,0.0,30,3.08,<50,0.0,0,0.0,1.3,<50,0.0,2.19,1470,<10,0.53,0,<10,220,0.0,160,0,0,3.99,0.36,<50,10,0,0.0,0,TU21341337.csv,70,0,0.0,<50,0.09,<50,<50,20,<50,0.0,0,150,0.0
D548914,KM-21-51B,2748.0,2753.0,837.6,839.1,"light gray schist, 1% ultrafine pyrite; sphalerite in one irregular bleb, 1cm, overall 0.01 sphalerite",0,KM-21-51B.xlsx,1,0.0,4.87,60,0.076,0.0,310,<10,<20,2.64,<10,0.0,10,10,0,0.0,100,2.63,<50,0.0,0,0.0,1.7,<50,0.0,1.61,980,<10,0.64,0,<10,210,0.0,230,0,0,2.91,0.61,<50,10,0,0.0,0,TU21341337.csv,70,0,0.0,<50,0.09,<50,<50,20,<50,0.0,0,1750,0.0
D548915,KM-21-51B,2753.0,2758.0,839.1,840.6,"light gray schist, 1% ultrafine pyrite",0,KM-21-51B.xlsx,1,0.0,4.19,<50,0.036,0.0,270,<10,<20,5.18,<10,0.0,<10,<10,0,0.0,40,2.16,<50,0.0,0,0.0,1.0,<50,0.0,2.45,870,<10,0.55,0,<10,70,0.0,90,0,0,3.28,0.36,<50,10,0,0.0,0,TU21341337.csv,90,0,0.0,<50,0.06,<50,<50,10,<50,0.0,0,270,0.0
D548916,KM-21-51B,2758.0,2763.0,840.6,842.2,"light gray schist, no mineralization",0,KM-21-51B.xlsx,<1,0.0,4.67,<50,0.011,0.0,400,<10,<20,2.06,<10,0.0,10,<10,0,0.0,70,4.23,<50,0.0,0,0.0,1.6,<50,0.0,2.31,660,<10,0.75,0,<10,600,0.0,20,0,0,4.45,0.14,<50,20,0,0.0,0,TU21341337.csv,70,0,0.0,<50,0.12,<50,<50,40,<50,0.0,0,150,0.0
D548917,KM-21-51B,2816.0,2819.0,858.3,859.2,"light gray schist, no mineralization",0,KM-21-51B.xlsx,2,0.0,4.13,2690,0.122,0.0,<50,<10,<20,1.72,<10,0.0,50,10,0,0.0,5230,9.57,<50,0.0,0,0.0,0.1,<50,0.0,3.75,1090,<10,<0.05,0,<10,70,0.0,20,0,0,3.76,1.12,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,130,0.0
D548918,KM-21-51B,2819.0,2823.0,859.2,860.4,"light gray schist, no mineralization",0,KM-21-51B.xlsx,<1,0.0,3.98,140,0.029,0.0,<50,<10,<20,0.99,<10,0.0,20,10,0,0.0,6250,8.82,<50,0.0,0,0.0,0.1,<50,0.0,3.33,910,<10,0.05,0,<10,80,0.0,<20,0,0,2.84,0.77,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,150,0.0
D548919,KM-21-51B,2823.0,2827.0,860.4,861.7,"light gray schist, stringer, 2-3% chalcopyrite",0,KM-21-51B.xlsx,4,0.0,2.77,1250,0.287,0.0,<50,<10,<20,0.69,<10,0.0,120,10,0,0.0,33300,9.9,<50,0.0,0,0.0,0.3,<50,0.0,1.94,930,<10,0.15,0,<10,<50,0.0,60,0,0,5.49,3.12,<50,<10,0,0.0,0,TU21341337.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,370,0.0
D548921,KM-21-51B,2827.0,2832.0,861.7,863.2,"light gray schist, 2-3% chalcopyrite",0,KM-21-51B.xlsx,6,0.0,5.26,730,0.156,0.0,<50,<10,<20,1.45,<10,0.0,40,10,0,0.0,29100,12.75,<50,0.0,0,0.0,0.3,<50,0.0,4.56,1420,10,0.16,0,<10,<50,0.0,280,0,0,6.09,2.63,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,580,0.0
D548922,KM-21-51B,2832.0,2837.0,863.2,864.7,"light gray schist, moderate black chlorite, 1-2% chalcopyrite",0,KM-21-51B.xlsx,9,0.0,5.44,1150,0.129,0.0,<50,<10,50,6.39,10,0.0,20,<10,0,0.0,19650,13.5,<50,0.0,0,0.0,0.2,<50,0.0,7.74,2690,<10,0.07,0,<10,80,0.0,1360,0,0,4.82,2.83,<50,10,0,0.0,0,TU21341337.csv,60,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,2780,0.0
D548923,KM-21-51B,2837.0,2840.0,864.7,865.6,"medium gray schist, minor black chlorite, 10% chalcopyrite, 3-5% pyrite",0,KM-21-51B.xlsx,16,0.0,4.20,70,0.085,0.0,100,<10,<20,1.92,<10,0.0,20,<10,0,0.0,87000,18.6,<50,0.0,0,0.0,0.6,<50,0.0,4.79,2030,10,0.21,0,<10,<50,0.0,970,0,0,4.06,6.97,<50,10,0,0.0,0,TU21341337.csv,30,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,880,0.0
D548924,KM-21-51B,2840.0,2845.0,865.6,867.2,"medium gray schist, 5-7% pyrite, 0.5% chalcopyrite, trace black chlorite",0,KM-21-51B.xlsx,4,0.0,5.96,140,0.143,0.0,160,<10,<20,2.81,<10,0.0,30,<10,0,0.0,18000,14.9,<50,0.0,0,0.0,0.9,<50,0.0,5.37,1350,<10,0.42,0,<10,80,0.0,190,0,0,5.76,5.39,<50,10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,480,0.0
D548925,KM-21-51B,2845.0,2850.0,867.2,868.7,"medium gray schist, moderate black chlorite, 2-3% pyrite",0,KM-21-51B.xlsx,1,0.0,7.44,90,0.027,0.0,100,<10,<20,3.07,<10,0.0,30,<10,0,0.0,3070,16.6,<50,0.0,0,0.0,0.6,<50,0.0,7.56,1250,<10,0.27,0,<10,100,0.0,160,0,0,6.57,4.76,<50,10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,620,0.0
D548926,KM-21-51B,2850.0,2853.0,868.7,869.6,"medium gray schist, moderate black chlorite, 2-3% pyrite",0,KM-21-51B.xlsx,7,0.0,6.30,670,0.061,0.0,70,<10,<20,2.63,<10,0.0,40,<10,0,0.0,18250,13.9,<50,0.0,0,0.0,0.4,<50,0.0,6.44,1200,<10,0.17,0,<10,60,0.0,220,0,0,3.72,3.06,100,10,0,0.0,0,TU21341337.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1100,0.0
D548927,KM-21-51B,2853.0,2855.0,869.6,870.2,"medium gray schist, moderate black chlorite, 2-3% pyrite, 7-10% chalcopyrite",0,KM-21-51B.xlsx,12,0.0,6.52,250,0.084,0.0,60,<10,<20,1.54,<10,0.0,80,<10,0,0.0,81500,18.75,<50,0.0,0,0.0,0.4,<50,0.0,6.3,1280,<10,0.17,0,<10,50,0.0,590,0,0,1.96,7.02,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1070,0.0
D548928,KM-21-51B,2855.0,2860.0,870.2,871.7,"light gray schist, 0.1% ultrafine pyrite",0,KM-21-51B.xlsx,1,0.0,5.16,350,0.019,0.0,190,<10,<20,6.80,<10,0.0,10,<10,0,0.0,850,4.38,<50,0.0,0,0.0,0.7,<50,0.0,4.01,1160,<10,0.46,0,10,120,0.0,40,0,0,4.76,0.43,<50,10,0,0.0,0,TU21341337.csv,80,0,0.0,<50,0.08,<50,<50,30,<50,0.0,0,220,0.0
D548929,KM-21-51B,2860.0,2863.0,871.7,872.6,"light gray schist, no mineralization",0,KM-21-51B.xlsx,<1,0.0,5.43,50,0.014,0.0,270,<10,<20,3.35,<10,0.0,10,<10,0,0.0,790,3.44,<50,0.0,0,0.0,1.2,<50,0.0,2.27,700,<10,0.51,0,<10,120,0.0,50,0,0,3.43,0.99,<50,10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,0.09,<50,<50,40,<50,0.0,0,320,0.0
D548931,KM-21-51B,2863.0,2868.0,872.6,874.2,"medium gray schist, moderate black chlorite, 5-7% very fine pyrite",0,KM-21-51B.xlsx,2,0.0,5.14,330,0.036,0.0,<50,<10,<20,6.39,<10,0.0,10,<10,0,0.0,1990,12.9,<50,0.0,0,0.0,0.2,<50,0.0,7.17,1540,<10,0.09,0,<10,100,0.0,250,0,0,5.75,5.20,80,10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,850,0.0
D548932,KM-21-51B,2868.0,2873.0,874.2,875.7,"medium gray schist, moderate black chlorite, 5-7% very fine pyrite",0,KM-21-51B.xlsx,6,0.0,4.75,560,0.104,0.0,<50,<10,<20,7.43,40,0.0,20,<10,0,0.0,2710,12.2,<50,0.0,0,0.0,0.1,<50,0.0,7.58,1820,<10,<0.05,0,<10,70,0.0,320,0,0,5.62,5.23,270,10,0,0.0,0,TU21341337.csv,50,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,12600,0.0
D548933,KM-21-51B,2873.0,2878.0,875.7,877.2,"medium gray schist, moderate black chlorite, 0.5% ultrafine pyrite",0,KM-21-51B.xlsx,4,0.0,5.98,110,0.043,0.0,200,<10,<20,4.23,<10,0.0,10,<10,0,0.0,2660,9.83,<50,0.0,0,0.0,0.8,<50,0.0,5.24,1380,<10,0.19,0,<10,350,0.0,150,0,0,5.28,1.64,60,20,0,0.0,0,TU21341337.csv,40,0,0.0,<50,0.07,<50,<50,40,<50,0.0,0,660,0.0
D548934,KM-21-51B,2878.0,2883.0,877.2,878.7,"light gray schist, no mineralization",0,KM-21-51B.xlsx,1,0.0,5.45,<50,0.065,0.0,430,<10,<20,1.88,10,0.0,10,10,0,0.0,190,6.26,<50,0.0,0,0.0,1.7,<50,0.0,2.01,860,<10,0.32,0,<10,460,0.0,<20,0,0,5.89,0.68,<50,30,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.09,<50,<50,80,<50,0.0,0,1620,0.0
D548935,KM-21-51B,2883.0,2888.0,878.7,880.3,"light gray schist, no mineralization",0,KM-21-51B.xlsx,1,0.0,6.85,240,0.016,0.0,490,<10,<20,2.81,<10,0.0,20,10,0,0.0,170,7.38,<50,0.0,0,0.0,1.7,<50,0.0,2.66,1390,<10,0.40,0,<10,610,0.0,20,0,0,5.22,0.12,<50,40,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.12,<50,<50,120,<50,0.0,0,230,0.0
D548936,KM-21-51B,2888.0,2892.0,880.3,881.5,"medium gray schist, 2-3% very fine pyrite",0,KM-21-51B.xlsx,6,0.0,5.73,620,0.180,0.0,120,<10,<20,2.24,<10,0.0,30,<10,0,0.0,3110,11.5,<50,0.0,0,0.0,0.6,<50,0.0,3.77,1180,<10,0.22,0,<10,240,0.0,390,0,0,4.17,3.84,<50,20,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.06,<50,<50,20,<50,0.0,0,1280,0.0
D548937,KM-21-51B,2892.0,2896.0,881.5,882.7,"medium gray schist, 1-2% ultrafine pyrite",0,KM-21-51B.xlsx,50,0.0,5.20,890,0.195,0.0,80,<10,<20,7.14,20,0.0,10,<10,0,0.0,4200,6.93,<50,0.0,0,0.0,0.5,<50,0.0,4.66,2350,<10,0.35,0,<10,110,0.0,2290,0,0,3.41,1.29,740,10,0,0.0,0,TU21341337.csv,70,0,0.0,<50,0.08,<50,<50,20,<50,0.0,0,5410,0.0
D548938,KM-21-51B,2896.0,2901.0,882.7,884.2,"medium gray schist, 2-3% ultrafine pyrite",0,KM-21-51B.xlsx,11,0.0,5.09,650,0.246,0.0,130,<10,<20,1.88,20,0.0,20,<10,0,0.0,5930,7.94,<50,0.0,0,0.0,0.8,<50,0.0,2.76,960,<10,0.23,0,<10,270,0.0,690,0,0,7.21,3.33,50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,6870,0.0
D548939,KM-21-51B,2901.0,2906.0,884.2,885.8,"medium gray schist, stringers, 10-15% very fine pyrite",0,KM-21-51B.xlsx,7,0.0,7.16,900,0.372,0.0,180,<10,<20,0.64,10,0.0,30,<10,0,0.0,1730,14.05,<50,0.0,0,0.0,1.1,<50,0.0,2.99,630,<10,0.36,0,<10,330,0.0,560,0,0,5.7,9.00,<50,10,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,4320,0.0
D548941,KM-21-51B,2906.0,2909.0,885.8,886.7,"light gray schist, 1% very fine pyrite in 1cm band",0,KM-21-51B.xlsx,1,0.0,3.68,<50,0.036,0.0,260,<10,<20,1.73,<10,0.0,<10,<10,0,0.0,40,1.58,<50,0.0,0,0.0,1.3,<50,0.0,0.84,450,<10,0.45,0,<10,60,0.0,70,0,0,3.11,0.93,<50,10,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,130,0.0
D548942,KM-21-51B,2909.0,2912.0,886.7,887.6,"light gray schist, 2% very fine pyrite in 1cm band",0,KM-21-51B.xlsx,1,0.0,3.35,<50,0.042,0.0,280,<10,<20,2.11,<10,0.0,<10,<10,0,0.0,40,1.58,<50,0.0,0,0.0,1.3,<50,0.0,1.0,590,<10,0.52,0,<10,70,0.0,70,0,0,2.93,0.86,<50,10,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.06,<50,<50,<10,<50,0.0,0,90,0.0
D548943,KM-21-51B,2912.0,2917.0,887.6,889.1,"light gray schist, 1-2% very fine pyrite in micro-lenses",0,KM-21-51B.xlsx,<1,0.0,3.22,<50,0.034,0.0,250,<10,<20,0.92,<10,0.0,<10,<10,0,0.0,20,1.37,<50,0.0,0,0.0,1.3,<50,0.0,0.81,320,<10,0.53,0,<10,50,0.0,60,0,0,4.81,0.58,<50,<10,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,120,0.0
D548944,KM-21-51B,2917.0,2922.0,889.1,890.6,"light gray schist, no mineralization",0,KM-21-51B.xlsx,1,0.0,3.31,450,0.022,0.0,220,<10,<20,1.23,<10,0.0,<10,10,0,0.0,30,2.58,<50,0.0,0,0.0,1.3,<50,0.0,1.7,450,<10,0.44,0,<10,60,0.0,90,0,0,5.08,0.21,<50,10,0,0.0,0,TU21341337.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,300,0.0
D548945,KM-21-51B,2922.0,2927.0,890.6,892.2,"medium gray schist, minor black chlorite, 1-2% pyrite in thin bands",0,KM-21-51B.xlsx,13,0.0,7.48,940,0.193,0.0,120,<10,<20,3.69,<10,0.0,40,10,0,0.0,1720,9.62,<50,0.0,0,0.0,0.7,<50,0.0,6.89,1530,<10,0.15,0,<10,230,0.0,380,0,0,3.56,1.24,350,20,0,0.0,0,TU21341337.csv,30,0,0.0,<50,0.07,<50,<50,30,<50,0.0,0,940,0.0
D548946,KM-21-51B,2927.0,2932.0,892.2,893.7,"dark gray schist, abundant black chlorite, no mineralization",0,KM-21-51B.xlsx,4,0.0,7.64,2570,0.092,0.0,<50,<10,<20,3.60,<10,0.0,20,10,0,0.0,2940,9.55,<50,0.0,0,0.0,0.2,<50,0.0,8.4,1670,10,0.07,0,<10,170,0.0,410,0,0,5.56,0.56,80,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,1160,0.0
D548947,KM-21-51B,2932.0,2937.0,893.7,895.2,"medium gray schist, minor black chlorite, 1-2% pyrite, 0.5% chalcopyrite",0,KM-21-51B.xlsx,4,0.0,5.16,13350,0.327,0.0,<50,<10,20,2.47,<10,0.0,70,10,0,0.0,10050,11.75,<50,0.0,0,0.0,0.1,<50,0.0,5.36,1690,<10,<0.05,0,<10,160,0.0,200,0,0,5.99,3.46,<50,10,0,0.0,0,TU21341337.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,830,0.0
D548948,KM-21-51B,2937.0,2942.0,895.2,896.7,"medium gray schist, no mineralization",0,KM-21-51B.xlsx,1,0.0,4.52,260,0.011,0.0,170,<10,<20,0.11,<10,0.0,10,10,0,0.0,950,3.31,<50,0.0,0,0.0,0.9,<50,0.0,1.33,250,<10,0.25,0,<10,100,0.0,40,0,0,5.73,0.40,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,230,0.0
D548949,KM-21-51B,2942.0,2947.0,896.7,898.2,"medium gray schist, 0.5% stringer chalcopyrite",0,KM-21-51B.xlsx,1,0.0,3.64,470,0.017,0.0,90,<10,<20,0.58,<10,0.0,10,20,0,0.0,3830,4.57,<50,0.0,0,0.0,0.6,<50,0.0,1.96,600,<10,0.16,0,<10,<50,0.0,20,0,0,6.31,0.48,<50,10,0,0.0,0,TU21341337.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,290,0.0
D548951,KM-21-51B,2947.0,2950.5,898.2,899.3,"dark gray schist, 10% chalcopyrite",0,KM-21-51B.xlsx,15,0.0,4.81,2860,0.112,0.0,<50,<10,<20,1.40,<10,0.0,60,10,0,0.0,65600,15.65,<50,0.0,0,0.0,<0.1,<50,0.0,5.32,1230,10,<0.05,0,<10,80,0.0,350,0,0,4.01,8.39,60,10,0,0.0,0,TU21341337.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,970,0.0
D548952,KM-21-51B,2950.5,2955.0,899.3,900.7,"medium gray schist, trace black chlorite, no mineralization",0,KM-21-51B.xlsx,1,0.0,4.57,530,0.023,0.0,80,<10,<20,0.55,<10,0.0,10,10,0,0.0,730,4.53,<50,0.0,0,0.0,0.6,<50,0.0,2.91,540,<10,0.14,0,<10,60,0.0,<20,0,0,5.09,0.13,<50,10,0,0.0,0,TU21341337.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,410,0.0
D548953,KM-21-51B,2955.0,2959.5,900.7,902.1,"dark gray schist, 5-7% chalcopyrite",0,KM-21-51B.xlsx,7,0.0,6.28,2510,0.091,0.0,80,<10,<20,2.17,<10,0.0,40,10,0,0.0,24600,10.6,<50,0.0,0,0.0,0.5,<50,0.0,5.2,1180,<10,0.11,0,<10,110,0.0,210,0,0,5.43,3.37,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1130,0.0
D548954,KM-21-51B,2959.5,2964.0,902.1,903.4,"medium gray schist, 1% pyrite, 0.01% chalcopyrite",0,KM-21-51B.xlsx,5,0.0,6.99,2310,0.092,0.0,100,<10,<20,2.12,<10,0.0,60,20,0,0.0,14450,11.15,<50,0.0,0,0.0,0.6,<50,0.0,5.64,1470,<10,0.12,0,10,260,0.0,130,0,0,5.32,2.54,<50,20,0,0.0,0,TU21341337.csv,20,0,0.0,<50,0.06,<50,<50,60,<50,0.0,0,760,0.0
D548955,KM-21-51B,2964.0,2968.0,903.4,904.6,"light gray schist, no mineralization",0,KM-21-51B.xlsx,1,0.0,6.11,460,0.061,0.0,180,<10,<20,0.57,<10,0.0,<10,<10,0,0.0,610,4.2,<50,0.0,0,0.0,1.0,<50,0.0,2.44,390,<10,0.32,0,<10,70,0.0,330,0,0,2.92,0.63,<50,10,0,0.0,0,TU21341337.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1300,0.0
D548956,KM-21-51B,2968.0,2973.0,904.6,906.2,"light gray schist, no mineralization",0,KM-21-51B.xlsx,<1,0.0,6.62,130,0.032,0.0,260,<10,<20,0.84,<10,0.0,10,<10,0,0.0,210,5.65,<50,0.0,0,0.0,1.4,<50,0.0,2.57,960,<10,0.34,0,<10,470,0.0,140,0,0,5.45,0.38,<50,20,0,0.0,0,TU21341337.csv,20,0,0.0,<50,0.10,<50,<50,30,<50,0.0,0,440,0.0
D548500,KM-21-52,nan,nan,nan,nan,0,BLANK CDN-BL-10,KM-21-52.xlsx,<1,0.0,4.60,<50,<0.005,0.0,790,<10,<20,1.41,<10,0.0,<10,30,0,0.0,40,2.3,<50,0.0,0,0.0,1.0,<50,0.0,0.33,560,<10,3.20,0,10,340,0.0,<20,0,0,0.06,<0.05,<50,<10,0,0.0,0,TU21288694.csv,170,0,0.0,<50,0.17,<50,<50,30,<50,0.0,0,40,0.0
D548510,KM-21-52,nan,nan,nan,nan,0,STD CDN-ME-1902,KM-21-52.xlsx,>200,353.0,3.41,1640,5.74,0.0,2380,<10,20,2.43,190,0.0,70,90,0,0.0,7730,18.1,<50,0.0,0,0.0,1.0,<50,0.0,1.39,1220,750,0.65,0,60,470,0.0,21300,0,0,0.11,>10.0,1040,10,0,0.0,0,TU21288694.csv,110,0,0.0,<50,0.18,<50,<50,130,<50,0.0,0,35900,0.0
D548520,KM-21-52,nan,nan,nan,nan,0,BLANK CDN-BL-10,KM-21-52.xlsx,<1,0.0,3.84,<50,<0.005,0.0,790,<10,<20,1.43,<10,0.0,10,30,0,0.0,30,2.28,<50,0.0,0,0.0,1.7,<50,0.0,0.26,560,<10,3.19,0,20,320,0.0,<20,0,0,0.05,<0.05,<50,<10,0,0.0,0,TU21288694.csv,170,0,0.0,<50,0.17,<50,<50,30,<50,0.0,0,30,0.0
D548530,KM-21-52,nan,nan,nan,nan,0,STD CDN-ME-1410,KM-21-52.xlsx,71,0.0,1.22,180,0.556,0.0,<50,<10,110,0.94,110,0.0,320,30,0,0.0,37300,29.5,<50,0.0,0,0.0,0.2,<50,0.0,1.95,780,10,0.07,0,60,110,0.0,2500,0,0,0.11,>10.0,<50,<10,0,0.0,0,TU21288694.csv,10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,36400,0.0
D548498,KM-21-52,2450.0,2454.0,746.8,748.0,"medium gray schist, trace black chlorite; no mineralization",0,KM-21-52.xlsx,<1,0.0,4.01,<50,0.008,0.0,290,<10,<20,2.00,<10,0.0,<10,<10,0,0.0,620,2.35,<50,0.0,0,0.0,1.2,<50,0.0,1.77,180,<10,0.77,0,<10,260,0.0,<20,0,0,4.47,0.08,<50,10,0,0.0,0,TU21288694.csv,40,0,0.0,<50,0.11,<50,<50,20,<50,0.0,0,350,0.0
